story_id,factuality,bias,NL_grammar_mechanics_check,FOL,proof_correctness,Corrected Premises - NL,Premises - NL,Conclusions - NL,Corrected Conclusions - NL,Truth Value,"Premises 
used",Derivation,Derivation - Corrected,"Derivation 
index",Inference rule,Premises - FOL - corrected - optimized,Premises - FOL - corrected,Premises - FOL,Corrected Conclusions - FOL  - optimized,Corrected Conclusion - FOL ,Conclusion - FOL,comment on FOL,comment on Bias
6,,,CHECKED,,CHECKED,,"1. Boves is a railway station located in France. 
2. The preceding station of Boves is Longueau.
3. The preceding station of Dommartin is Boves.
4. France is a European country.
5. Dommartin is situated on the Paris–Lille railway. 
6. Any two contiguous stations are on the same railway.
7. Boves is served by regional TER Hauts-de-France trains.
8. If place A is located in place B and place B is located in place C, then place A is located in place C.
9. If place A precedes place B and place B precedes place C, then place A precedes place C.",Longueau is situated on the Paris–Lille railway.,,T,,,,,,,"RailwayStation(boves) ∧ In(boves, france)
Precede(longueau, boves)
Precede(boves, dommartin)
In(france, europe)
SituatedOn(dommartin, pairsLille)
∀x ∀y ∀z ((SituatedOn(x, z) ∧ (Precede(x, y) ∨ Precede(y, x)) → SituatedOn(y, z))
Serve(boves, hautsDeFrance)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))
∀x ∀y ∀z ((Precede(x, y) ∧ Precede(y, z)) → Precede(x, z))","RailwayStation(boves) ∧ LocatedIn(boves, france)
Precede(boves, longueau)
Precede(dommartin, boves)
LocatedIn(france, europe)
SituatedOn(dommartin, pairsLille)
∀x ∀y ∀z ((SituatedOn(x, z) ∧ (Precede(x, y) ∨ Precede(y, x))) → SituatedOn(y, z))
Served(boves, hautsDeFrance)
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))
∀x ∀y ∀z ((Precede(x, y) ∧ Precede(y, z)) → Precede(x, z))",,"SituatedOn(longueau, pairsLille)","SituatedOn(longueau, pairsLille)",,
,,,,,,,,,,,"2, 3",The preceding station of Dommartin is Boves and the preceding station of Boves is Longueau.,,D1,conjunction introduction,,,,,,,,
,,,,,,,,,,,"D1, 9",Dommartin precedes Longueau.,,D2,modus ponens,,,,,,,,
,,,,,,,,,,,"D2, 5",Dommartin precedes Longueau and is situated on the Paris–Lille railway.,,D3,conjunction introduction,,,,,,,,
,,,,,,,,,,,"D3, 6",Longueau is situated on the Paris–Lille railway.,,D4,universal instantiation,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6,,,CHECKED,,CHECKED,,"1. Boves is a railway station located in France. 
2. The preceding station of Boves is Longueau.
3. The preceding station of Dommartin is Boves.
4. France is a European country.
5. Dommartin is situated on the Paris–Lille railway. 
6. Any two contiguous stations are on the same railway.
7. Boves is served by regional TER Hauts-de-France trains.
8. If place A is located in place B and place B is located in place C, then place A is located in place C.
9. If place A precedes place B and place B preceds place C, than place A preceds place C.",Boves is not in Europe.,,F,,,,,,,"RailwayStation(boves) ∧ In(boves, france)
Precede(longueau, boves)
Precede(boves, dommartin)
In(france, europe)
SituatedOn(dommartin, pairsLille)
∀x ∀y ∀z ((SituatedOn(x, z) ∧ (Precede(x, y) ∨ Precede(y, x)) → SituatedOn(y, z))
Serve(boves, hautsDeFrance)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))
∀x ∀y ∀z ((Precede(x, y) ∧ Precede(y, z)) → Precede(x, z))","RailwayStation(boves) ∧ LocatedIn(boves, france)
Precede(boves, longueau)
Precede(dommartin, boves)
LocatedIn(france, europe)
SituatedOn(dommartin, pairsLille)
∀x ∀y ∀z ((SituatedOn(x, z) ∧ (Precede(x, y) ∨ Precede(y, x))) → SituatedOn(y, z))
Served(boves, hautsDeFrance)
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))
∀x ∀y ∀z ((Precede(x, y) ∧ Precede(y, z)) → Precede(x, z))",,"¬In(boves, europe)","¬LocatedIn(boves, europe)",,
,,,,,,,,,,,1,Boves is located in France.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,"4, D1","Boves is located in France, and France is located in Europe.",,D2,conjunction introduction,,,,,,,,
,,,,,,,,,,,"8, D2",Boves is a European country.,,D3,modus ponens,,,,,,,,
,,,,,,,COMMENT: The function names don't fully line up with the NL.,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
6,,,CHECKED,,CHECKED,,"1. Boves is a railway station located in France. 
2. The preceding station of Boves is Longueau.
3. The preceding station of Dommartin is Boves.
4. France is a European country.
5. Dommartin is situated on the Paris–Lille railway. 
6. Any two contiguous stations are on the same railway.
7. Boves is served by regional TER Hauts-de-France trains.
8. If place A is located in place B and place B is located in place C, then place A is located in place C.
9. If place A precedes place B and place B preceds place C, than place A preceds place C.",Longueau is served by regional TER Hauts-de-France trains.,,U,,,,,,,"RailwayStation(boves) ∧ In(boves, france)
Precede(longueau, boves)
Precede(boves, dommartin)
In(france, europe)
SituatedOn(dommartin, pairsLille)
∀x ∀y ∀z ((SituatedOn(x, z) ∧ (Precede(x, y) ∨ Precede(y, x)) → SituatedOn(y, z))
Serve(boves, hautsDeFrance)
∀x ∀y ∀z ((In(x, y) ∧ In(y, z)) → In(x, z))
∀x ∀y ∀z ((Precede(x, y) ∧ Precede(y, z)) → Precede(x, z))","RailwayStation(boves) ∧ LocatedIn(boves, france)
Precede(boves, longueau)
Precede(dommartin, boves)
LocatedIn(france, europe)
SituatedOn(dommartin, pairsLille)
∀x ∀y ∀z ((SituatedOn(x, z) ∧ (Precede(x, y) ∨ Precede(y, x))) → SituatedOn(y, z))
Served(boves, hautsDeFrance)
∀x ∀y ∀z ((LocatedIn(x, y) ∧ LocatedIn(y, z)) → LocatedIn(x, z))
∀x ∀y ∀z ((Precede(x, y) ∧ Precede(y, z)) → Precede(x, z))",,"Serve(longueau, hautsDeFrance)","Served(longueau, hautsDeFrance)",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
7,,,CHECKED,,CHECKED,,"1. Six, seven and eight are real numbers.
2. If a real number equals another real number adding one, the first number is larger.
3. If the number x is larger than number y, then y is not larger than x.
4. Seven equals six plus one.
5. Eight equals seven plus one.
6. Two is positive.
7. If a number is positive, then the double of it is also positive.
8. Eight is the double of four.
9. Four is the double of two.",Eight is larger than seven.,,T,,,,,,,"RealNum(six) ∧ RealNum(seven) ∧ RealNum(eight)
∀x ∀y ((RealNum(x) ∧ RealNum(y) ∧ IsSuccessorOf(x, y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
∃y(IsSuccessorOf(y, six) ∧ Equals(seven, y))
∃y(IsSuccessorOf(y, seven) ∧ Equals(eight, y))
Positive(two)
∀x ∀y ((Positive(x) ∧ IsDouble(y, x)) → Positive(y))
IsDouble(eight, four)
IsDouble(four, two)","RealNum(six) ∧ RealNum(seven) ∧ RealNum(eight)
∀x ∀y (RealNum(x) ∧ RealNum(y) ∧ (x = AddOne(y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
seven = AddOne(six)
eight = AddOne(seven)
Positive(two)
∀x ∀y ((Positive(x) ∧ y = Double(x)) → Positive(y))
eight = Double(four)
four = Double(two)",,"Larger(eight, seven)","Larger(eight, seven)",,
,,,,,numerical,,,,,,"5,2 ",Eight is larger than seven. ,,D1,modus ponens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
7,,,CHECKED,,CHECKED,,"1. Six, seven and eight are real numbers.
2. If a real number equals another real number adding one, the first number is larger.
3. If the number x is larger than number y, then y is not larger than x.
4. Seven equals six plus one.
5. Eight equals seven plus one.
6. Two is positive.
7. If a number is positive, then the double of it is also positive.
8. Eight is the double of four.
9. Four is the double of two.",Eight is positive.,,T,,,,,,,"RealNum(six) ∧ RealNum(seven) ∧ RealNum(eight)
∀x ∀y (RealNum(x) ∧ RealNum(y) ∧ (IsSuccessorOf(x, y) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
∃y(IsSuccessorOf(y, six) ∧ Equals(seven, y))
∃y(IsSuccessorOf(y, seven) ∧ Equals(eight, y))
Positive(two)
∀x ∀y ((Positive(x) ∧ IsDouble(y, x)) → Positive(y))
IsDouble(eight, four)
IsDouble(four, two)","RealNum(six) ∧ RealNum(seven) ∧ RealNum(eight)
∀x ∀y (RealNum(x) ∧ RealNum(y) ∧ (x = AddOne(y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
seven = AddOne(six)
eight = AddOne(seven)
Positive(two)
∀x ∀y ((Positive(x) ∧ y = Double(x)) → Positive(y))
eight = Double(four)
four = Double(two)",,Positive(eight),Positive(eight),,
,,,,,,,,,,,"6, 7",The double of two is positive.,,D1,modus ponens,,,,,,,,
,,,,,,,,,,,"D1, 9",Four is positive.,,D2,universal instantiation,,,,,,,,
,,,,,,,,,,,"D2, 7",The double of four is positive.,,D3,modus ponens,,,,,,,,
,,,,,,,,,,,"D3, 8",Eight is positive.,,D4,universal instantiation,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
7,,,CHECKED,,CHECKED,,"1. Six, seven and eight are real numbers.
2. If a real number equals another real number adding one, the first number is larger.
3. If the number x is larger than number y, then y is not larger than x.
4. Seven equals six plus one.
5. Eight equals seven plus one.
6. Two is positive.
7. If a number is positive, then the double of it is also positive.
8. Eight is the double of four.
9. Four is the double of two.",Six is larger than seven.,,F,,,,,,,"RealNum(six) ∧ RealNum(seven) ∧ RealNum(eight)
∀x ∀y (RealNum(x) ∧ RealNum(y) ∧ (IsSuccessorOf(x, y) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
∃y(IsSuccessorOf(y, six) ∧ Equals(seven, y))
∃y(IsSuccessorOf(y, seven) ∧ Equals(eight, y))
Positive(two)
∀x ∀y ((Positive(x) ∧ IsDouble(y, x)) → Positive(y))
IsDouble(eight, four)
IsDouble(four, two)","RealNum(six) ∧ RealNum(seven) ∧ RealNum(eight)
∀x ∀y (RealNum(x) ∧ RealNum(y) ∧ (x = AddOne(y)) → Larger(x, y))
∀x ∀y (Larger(x, y) → ¬Larger(y, x))
seven = AddOne(six)
eight = AddOne(seven)
Positive(two)
∀x ∀y ((Positive(x) ∧ y = Double(x)) → Positive(y))
eight = Double(four)
four = Double(two)",,"Larger(six, seven)","Larger(six, seven)",,
,,,,,,,,,,,"4,2 ",Seven is larger than six. ,,D1,modus ponens,,,,,,,,
,,,,,,,,,,,"D1, 3",Six is not larger than seven.,,D2,modus ponens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8,,,CHECKED,,CHECKED,,"Miroslav Venhoda was a Czech choral conductor who specialized in the performance of Renaissance and Baroque music.
Any choral conductor is a musician.
Some musicians love music.
Miroslav Venhoda published a book in 1946 called Method of Studying Gregorian Chant.",Miroslav Venhoda loved music.,,U,,,,,,,"Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ SpecializeInPerformanceOf(miroslav, renaissanceMusic) ∧ SpecializeInPerformanceOf(miroslav, baroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x ∃y ((Musician(x) → Love(x, music)) ∧ (¬(x=y)) ∧ (Musician(y) → Love(y, music)))
PublishedBook(miroslav, methodOfStudyingGregorianChant, year1946)","Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ Specialize(miroslav, performanceOfRenaissanceMusic) ∧ Specialize(miroslav, performanceOfBaroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x (Musician(x) → Love(x, music))
Publish(miroslav, methodOfStudyingGregorianChant, year1946)",,"Love(miroslav, music)
","Love(miroslav, music)
",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8,,,CHECKED,,CHECKED,,"Miroslav Venhoda was a Czech choral conductor who specialized in the performance of Renaissance and Baroque music.
Any choral conductor is a musician.
Some musicians love music.
Miroslav Venhoda published a book in 1946 called Method of Studying Gregorian Chant.",A Czech published a book in 1946.,,T,,,,,,,"Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ SpecializeInPerformanceOf(miroslav, renaissanceMusic) ∧ SpecializeInPerformanceOf(miroslav, baroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x ∃y ((Musician(x) → Love(x, music)) ∧ (¬(x=y)) ∧ Musician(y) → Love(y, music))
PublishedBook(miroslav, methodOfStudyingGregorianChant, year1946)","Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ Specialize(miroslav, performanceOfRenaissanceMusic) ∧ Specialize(miroslav, performanceOfBaroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x (Musician(x) → Love(x, music))
PublishedBook(miroslav, methodOfStudyingGregorianChant, year1946)",,"∃x ∃y (Czech(x) ∧ PublishedBook(x, y, year1946))","∃x ∃y (Czech(x) ∧ Book(y) ∧ Publish(x, y, year1946))",,
,,,,,,,,,,,1,Miroslav Venhoda was a Czech.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,8,Miroslav Venhoda published a book in 1946.,,D2,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, D2","Miroslav Venhoda, who was a Czech, published a book in 1946.",,D3,conjunction introduction,,,,,,,,
,,,,,,,,,,,D3,A Czech published a book in 1946.,,D4,existential introduction,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
8,,,CHECKED,,CHECKED,,"Miroslav Venhoda was a Czech choral conductor who specialized in the performance of Renaissance and Baroque music.
Any choral conductor is a musician.
Some musicians love music.
Miroslav Venhoda published a book in 1946 called Method of Studying Gregorian Chant.",No choral conductor specialized in the performance of Renaissance.,,F,,,,,,,"Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ SpecializeInPerformanceOf(miroslav, renaissanceMusic) ∧ SpecializeInPerformanceOf(miroslav, baroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x ∃y ((Musician(x) → Love(x, music)) ∧ (¬(x=y)) ∧ Musician(y) → Love(y, music))
PublishedBook(miroslav, methodOfStudyingGregorianChant, year1946)","Czech(miroslav) ∧ ChoralConductor(miroslav) ∧ Specialize(miroslav, performanceOfRenaissanceMusic) ∧ Specialize(miroslav, performanceOfBaroqueMusic)
∀x (ChoralConductor(x) → Musician(x))
∃x (Musician(x) → Love(x, music))
Publish(miroslav, methodOfStudyingGregorianChant, year1946)",,"∀x (ChoralConductor(x) → ¬SpecializeInPerformanceOf(miroslav, renaissanceMusic))","∀x (ChoralConductor(x) → ¬Specialize(x, renaissance))",,
,,,,,,,,,,,1,Miroslav Venhoda was a choral conductor and Miroslav Venhoda specialized in the performance of Renaissance music.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,D1,No choral conductor specialized in the performance of Renaissance.,,D2,existential introduction,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
9,,,CHECKED,,CHECKED,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.
Taiga voles are larger than most other North American voles, especially those from the genus Microtus.","The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.
Taiga voles are larger than most other North American voles, especially those from the genus Microtus.",Cats like playing with taiga vole.,,T,,,,,,,"Vole(taigaVole) ∧ Find(taigaVole, northAmerica)
∀x (Vole(x) → LikePlayingWith(cat, x))
LiveIn(taigaVole, borealTaigaZone)
∀x ((Find(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, ColdPlace))
Larger(taigaVole, microtusVole)","Vole(taigaVole) ∧ Find(taigaVole, northAmerica)
∀x (Vole(x) → LikePlayingWith(cat, x))
LiveIn(taigaVole, borealTaigaZone)
∀x (Find(x, northAmerica) ∧ LiveIn(x, borealTaigaZone) → LiveIn(x, ColdPlace))
Larger(taigaVole, microtusVole)",,"LikePlayingWith(cat, taigaVole)","LikePlayingWith(cat, taigaVole)",,
,,,,,,,graded quantifier - replace with something else,,,,1,Taiga vole is a vole.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, 2",Cats like playing with taiga vole.,,D2,universal instantiation,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
9,,,CHECKED,,CHECKED,"The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.
Taiga voles are larger than most other North American voles, especially those from the genus Microtus.","The taiga vole is a large vole found in northwestern North America. 
Cats like playing with all voles.
The taiga vole lives in the boreal taiga zone.
The boreal taiga zone in North America is a cold place to live in.
Taiga vole is typically much larger than most other North American voles, especially those from the genus Microtus.",Taiga vole's living place is not cold.,,F,,,,,,,"Vole(taigaVole) ∧ Find(taigaVole, northAmerica)
∀x (Vole(x) → LikePlayingWith(cat, x))
LiveIn(taigaVole, borealTaigaZone)
∀x ((Find(x, northAmerica) ∧ LiveIn(x, borealTaigaZone)) → LiveIn(x, ColdPlace))
Larger(taigaVole, microtusVole)","Vole(taigaVole) ∧ Find(taigaVole, northAmerica)
∀x (Vole(x) → LikePlayingWith(cat, x))
LiveIn(taigaVole, borealTaigaZone)
∀x (Find(x, northAmerica) ∧ LiveIn(x, borealTaigaZone) → LiveIn(x, ColdPlace))
Larger(taigaVole, microtusVole)",,"¬LiveIn(coldPlace, taigaVole)","¬LiveIn(coldPlace, taigaVole)",,
,,,,,,,,,,,1,Taiga vole is found in North America.,,D1,conjunction elimination,,,,,,,,
,,,,,,,"COMMENT: Added the rules, and changed the premises used",,,,"3, D1",Taiga vole is found in North America and lives in the boreal taiga zone. ,,D2,conjunction introduction,,,,,,,,
,,,,,,,,,,,"D2, 4",Taiga vole's lives in a cold place.,,D3,modus ponens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10,,,CHECKED,,CHECKED,,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",Megan Whalen Turner worked with Greenwillow Books.,,T,,,,,,,"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, Megan)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z (WrittenBy(x, y) ∧ PublishedBy(x, z) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y (Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x) ∧ (¬(x=y)) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, Megan)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z (WrittenBy(x, y) ∧ PublishedBy(x, z) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y (Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x))
Country(attolia) ∧ Nearby(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)",,"WorkedWith(megan, greenWillowbooks)","WorkedWith(megan, greenWillowbooks)",,
,,,,,,,,,,,1,Thick as Thieves is written by Megan Whalen Turner.,,D1,conjunction elimination,,,,,,,,
,,,,,,,,,,,"D1, 2",Thick as Thieves is written by Megan Whalen Turner and was published by Greenwillow Books.,,D2,conjunction introduction,,,,,,,,
,,,,,,,,,,,"D2, 3",Megan Whalen Turner worked with Greenwillow Books.,,D3,modus ponens,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
10,,,CHECKED,,CHECKED,,"Thick as Thieves is a young adult fantasy novel written by Megan Whalen Turner.
Thick as Thieves was published by Greenwillow Books.
If a book was published by a company, then the author of that book worked with the company that published the book.
The fictional Mede Empire is where Thick as Thieves is set.
The Mede Empire plots to swallow up some nearby countries.
Attolia and Sounis are countries near the Mede Empire.
Thick as Thieves was sold both as a hardcover and an e-book.",The Mede Empire plans to swallow up Attolia.,,U,,,,,,,"YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, Megan)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z (WrittenBy(x, y) ∧ PublishedBy(x, z) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y (Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x) ∧ ¬(x=y) ∧ Near(y, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, y))
Country(attolia) ∧ Near(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)","YoungAdultFantasy(thickAsTheives) ∧ Novel(thickAsTheives) ∧ WrittenBy(thickAsTheives, Megan)
PublishedBy(thickAsTheives, greenWillowBooks)
∀x ∀y ∀z (WrittenBy(x, y) ∧ PublishedBy(x, z) → WorkedWith(y, z))
Fictional(medeEmpire) ∧ SetIn(thickAsTheives, medeEmpire)
∃x ∃y (Country(x) ∧ Near(x, medeEmpire) ∧ PlotsToSwallowUp(medeEmpire, x))
Country(attolia) ∧ Nearby(attolia, medeEmpire) ∧ Country(sounis) ∧ Near(sounis, medeEmpire)
SoldAs(thickAsTheives, hardCover) ∧ SoldAs(thickAsTheives, softCover)",,"PlotsToSwallowUp(medeEmpire, attolia)","PlotsToSwallowUp(medeEmpire, attolia)",,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,
